"Date","Time","NR","PM GR","PM JU","T GR","T KL"
"15.12.10","19:30",40,21.64,18.07,-1.93,-6.14
"15.12.10","20:00",41,21.64,18.82,-2.13,-6.23
"15.12.10","20:30",42,21.61,21.52,-2.26,-6.36
"15.12.10","21:00",43,21.64,20.64,-2.38,-6.62
"15.12.10","21:30",44,21.77,17.58,-2.53,-6.84
"15.12.10","22:00",45,20.72,16.87,-2.62,-6.89
"15.12.10","22:30",46,16.5,14.36,-2.82,-7.1
"15.12.10","23:00",47,16.63,16.49,-3.05,-7.14
"15.12.10","23:30",48,17.12,24.06,-3.17,-7.26
"16.12.10","00:00",1,17.54,26.44,-3.43,-7.27
"16.12.10","00:30",2,19.24,34.79,-3.71,-7.53
"16.12.10","01:00",3,19.87,35.36,-4.06,-7.53
"16.12.10","01:30",4,22.42,37.42,-4.81,-7.54
"16.12.10","02:00",5,22.38,36.13,-4.89,-7.54
"16.12.10","02:30",6,22.26,31.6,-5.44,-7.49
"16.12.10","03:00",7,22.77,29.57,-5.82,-7.51
"16.12.10","03:30",8,24.77,22.31,-5.96,-7.2
"16.12.10","04:00",9,23.53,21.21,-6.02,-7.72
"16.12.10","04:30",10,18.53,17.29,-6.13,-7.74
"16.12.10","05:00",11,18.78,17.28,-6.39,-8.13
"16.12.10","05:30",12,19.75,17.25,-6.83,-8.12
"16.12.10","06:00",13,19.53,19.8,-6.97,-8.64
"16.12.10","06:30",14,18.6,28.97,-7.3,-8.55
"16.12.10","07:00",15,18.73,34,-7.53,-8.09
"16.12.10","07:30",16,19.23,51.89,-7.76,-8.15
"16.12.10","08:00",17,23.32,53.48,-7.82,-8.66
"16.12.10","08:30",18,39.43,59.13,-7.63,-8.42
"16.12.10","09:00",19,39.56,62.12,-7.68,-8.28
"16.12.10","09:30",20,40.09,72.75,-7.25,-7.82
"16.12.10","10:00",21,41.31,81.58,-6.32,-8.16
"16.12.10","10:30",22,46.18,112.92,-5.41,-8.53
"16.12.10","11:00",23,44.99,99.61,-4.91,-8.51
"16.12.10","11:30",24,40.32,51.88,-4.62,-8.08
"16.12.10","12:00",25,40.49,49.49,-4.19,-7.59
"16.12.10","12:30",26,41.19,41.04,-4.11,-7.34
"16.12.10","13:00",27,41.32,40.87,-3.96,-7.07
"16.12.10","13:30",28,41.83,40.25,-3.74,-6.95
"16.12.10","14:00",29,41.77,38.65,-3.46,-6.73
"16.12.10","14:30",30,41.55,32.99,-3.56,-6.7
"16.12.10","15:00",31,39.87,34.37,-3.74,-6.82
"16.12.10","15:30",32,33.16,39.16,-3.85,-7
"16.12.10","16:00",33,32.89,40.8,-4.12,-7.37
"16.12.10","16:30",34,31.8,46.66,-4.17,-7.99
"16.12.10","17:00",35,33.28,48.9,-4.29,-8.32
"16.12.10","17:30",36,39.18,56.87,-4.44,-8.45
"16.12.10","18:00",37,42.25,57.26,-4.92,-8.58
"16.12.10","18:30",38,54.75,58.65,-5.27,-8.76
"16.12.10","19:00",39,56.62,66.67,-5.87,-8.91
"16.12.10","19:30",40,64.11,95.61,-5.87,-9.02
"16.12.10","20:00",41,63.26,93.92,-6.19,-9.35
"16.12.10","20:30",42,59.89,87.97,-6.77,-9.44
"16.12.10","21:00",43,60.75,89.69,-6.99,-9.63
"16.12.10","21:30",44,64.16,95.69,-7.29,-9.33
"16.12.10","22:00",45,62.4,94.36,-7.07,-9.24
"16.12.10","22:30",46,55.27,89.61,-6.93,-9.35
"16.12.10","23:00",47,53.69,86.81,-6.91,-9.46
"16.12.10","23:30",48,47.44,76.84,-6.88,-9.44
"17.12.10","00:00",1,47.18,72.06,-6.61,-9.44
"17.12.10","00:30",2,46.1,55,-6.43,-9.48
"17.12.10","01:00",3,45.74,53.37,-6.46,-9.56
"17.12.10","01:30",4,44.24,47.56,-6.38,-9.65
"17.12.10","02:00",5,42.49,47.26,-6.44,-9.75
"17.12.10","02:30",6,35.6,46.26,-6.37,-9.88
"17.12.10","03:00",7,35.71,44.43,-6.53,-10.1
"17.12.10","03:30",8,36.13,37.87,-7.27,-10.48
"17.12.10","04:00",9,39.35,37.8,-7.93,-10.7
"17.12.10","04:30",10,52.4,37.57,-8.51,-11.02
"17.12.10","05:00",11,53.63,35.73,-9.22,-11.11
"17.12.10","05:30",12,58.48,29.11,-9.65,-10.63
"17.12.10","06:00",13,55.5,29.8,-9.79,-10.37
"17.12.10","06:30",14,43.75,32.24,-9.55,-10.61
"17.12.10","07:00",15,45.93,34,-9.69,-10.69
"17.12.10","07:30",16,54.75,40.18,-9.12,-10.8
"17.12.10","08:00",17,53.02,41.99,-9.03,-10.94
"17.12.10","08:30",18,46.13,48.4,-8.83,-11.36
"17.12.10","09:00",19,47.69,49.15,-8.48,-11.33
"17.12.10","09:30",20,53.83,51.76,-8.35,-11.38
"17.12.10","10:00",21,53.85,52.02,-7.99,-11.15
"17.12.10","10:30",22,53.94,52.92,-8.02,-11.43
"17.12.10","11:00",23,59.35,52.39,-8,-11.21
"17.12.10","11:30",24,80.99,50.46,-7.83,-10.75
"17.12.10","12:00",25,82.12,51.94,-7.3,-10.28
"17.12.10","12:30",26,86.57,57.24,-7.18,-9.85
"17.12.10","13:00",27,83.88,53.51,-7.11,-10.09
"17.12.10","13:30",28,73.13,40.05,-6.74,-9.9
"17.12.10","14:00",29,68.03,45.29,-6.09,-9.54
"17.12.10","14:30",30,47.63,63.63,-6.24,-9.68
"17.12.10","15:00",31,49.22,60.79,-6.23,-9.82
"17.12.10","15:30",32,55.58,50.66,-6.32,-9.79
"17.12.10","16:00",33,55.52,51.29,-6.12,-9.79
"17.12.10","16:30",34,55.28,53.55,-5.96,-9.69
"17.12.10","17:00",35,56.33,53.16,-5.89,-9.55
"17.12.10","17:30",36,60.55,51.75,-5.83,-9.56
"17.12.10","18:00",37,58.87,53.4,-5.7,-9.59
"17.12.10","18:30",38,52.24,59.21,-5.96,-9.35
"17.12.10","19:00",39,50.94,60.04,-6.26,-9.17
"17.12.10","19:30",40,45.82,63.59,-5.93,-8.86
"17.12.10","20:00",41,47.1,63.04,-6,-9.35
"17.12.10","20:30",42,52.27,60.61,-5.73,-9.26
"17.12.10","21:00",43,52.02,61.09,-6.04,-9.45
"17.12.10","21:30",44,51.03,63.15,-6.17,-9.34
"17.12.10","22:00",45,51.49,62.66,-6.31,-9.17
"17.12.10","22:30",46,53.3,60.52,-6.16,-9.26
"17.12.10","23:00",47,54.77,64.4,-5.96,-8.18
"17.12.10","23:30",48,60.63,81.43,-6.04,-7.18
"18.12.10","00:00",1,59.61,76.54,-6.01,-7.94
"18.12.10","00:30",2,55.49,55.88,-6.3,-8.6
"18.12.10","01:00",3,57.27,54.33,-6.73,-8.51
"18.12.10","01:30",4,64.3,47.68,-6.6,-8.6
"18.12.10","02:00",5,62.58,48.65,-6.33,-8.25
"18.12.10","02:30",6,55.56,52.8,-6.05,-7.8
"18.12.10","03:00",7,56.52,52.05,-6.16,-7.58
"18.12.10","03:30",8,60.4,48.75,-6.1,-8.08
"18.12.10","04:00",9,57.93,47.98,-6.15,-8.8
"18.12.10","04:30",10,48.25,44.69,-6.23,-8.95
"18.12.10","05:00",11,48.24,44.55,-6.14,-8.86
"18.12.10","05:30",12,48.19,43.95,-6.02,-8.5
"18.12.10","06:00",13,46.22,43.65,-5.89,-8.33
"18.12.10","06:30",14,38.47,42.31,-5.66,-8.01
"18.12.10","07:00",15,39.27,42.78,-5.6,-7.77
"18.12.10","07:30",16,42.43,44.74,-5.53,-8.07
"18.12.10","08:00",17,42.74,45.36,-5.49,-8.22
"18.12.10","08:30",18,43.94,48.01,-5.26,-8.14
"18.12.10","09:00",19,43.54,48.18,-5.07,-8.1
"18.12.10","09:30",20,41.93,48.89,-4.96,-7.98
"18.12.10","10:00",21,42.73,49.52,-4.85,-7.83
"18.12.10","10:30",22,45.79,52.24,-4.61,-7.85
"18.12.10","11:00",23,44.8,50.19,-4.5,-7.88
"18.12.10","11:30",24,40.85,41.19,-4.38,-7.78
"18.12.10","12:00",25,41.73,40.66,-4.33,-7.52
"18.12.10","12:30",26,45.19,38.43,-4.07,-7.24
"18.12.10","13:00",27,44.55,38.56,-4.08,-7.2
"18.12.10","13:30",28,42.07,39.11,-4.12,-7.11
"18.12.10","14:00",29,43.09,39.23,-4.27,-7.1
"18.12.10","14:30",30,47.18,39.72,-4.25,-7.1
"18.12.10","15:00",31,47.09,39.37,-4.24,-7.11
"18.12.10","15:30",32,46.74,37.86,-4.32,-7.18
"18.12.10","16:00",33,47.08,37.9,-4.38,-7.33
"18.12.10","16:30",34,48.43,38.09,-4.52,-7.49
"18.12.10","17:00",35,49.48,38.44,-4.55,-7.54
"18.12.10","17:30",36,53.64,39.95,-4.62,-7.72
"18.12.10","18:00",37,53.21,39.56,-4.67,-7.8
"18.12.10","18:30",38,51.5,37.82,-4.81,-7.89
"18.12.10","19:00",39,51.94,38.35,-4.92,-8.04
"18.12.10","19:30",40,53.66,40.29,-4.75,-8.48
"18.12.10","20:00",41,53.13,41.27,-4.93,-9.54
"18.12.10","20:30",42,50.98,44.77,-5.19,-9.53
"18.12.10","21:00",43,49.1,44.29,-5.55,-9.35
"18.12.10","21:30",44,41.67,42.6,-5.82,-8.85
"18.12.10","22:00",45,41.84,42.05,-6.08,-8.61
"18.12.10","22:30",46,42.48,40.03,-6.29,-8.32
"18.12.10","23:00",47,44.3,39.65,-6.64,-8.53
"18.12.10","23:30",48,51.58,38.25,-6.52,-8.42
"19.12.10","00:00",1,50.91,39.97,-7.24,-7.49
"19.12.10","00:30",2,48.24,45.95,-7.73,-7.31
"19.12.10","01:00",3,47.47,45.68,-8.26,-6.94
"19.12.10","01:30",4,44.49,44.71,-8.19,-6.32
"19.12.10","02:00",5,43.99,44.83,-8.44,-6.45
"19.12.10","02:30",6,42.01,45.24,-8.92,-6.36
"19.12.10","03:00",7,40.73,43.5,-9.1,-6.48
"19.12.10","03:30",8,35.68,37.34,-9.31,-6.39
"19.12.10","04:00",9,37.28,37.14,-9.48,-6.17
"19.12.10","04:30",10,43.46,36.47,-9.73,-6.05
"19.12.10","05:00",11,42.51,35.05,-9.87,-5.77
"19.12.10","05:30",12,38.67,29.82,-9.58,-5.85
"19.12.10","06:00",13,39.51,28.93,-9.94,-5.88
"19.12.10","06:30",14,42.84,25.76,-10.39,-6.1
"19.12.10","07:00",15,43.39,26.94,-10.58,-5.58
"19.12.10","07:30",16,45.52,31.09,-10.54,-5.18
"19.12.10","08:00",17,45.78,32.2,-10.48,-5.23
"19.12.10","08:30",18,46.84,36.11,-10.35,-7.35
"19.12.10","09:00",19,49.79,36.96,-10.13,-6.94
"19.12.10","09:30",20,61.6,39.98,-9.87,-5.54
"19.12.10","10:00",21,61.78,48.04,-9.45,-4.57
"19.12.10","10:30",22,62.46,76.74,-8.56,-4.03
"19.12.10","11:00",23,58.05,67.68,-7.61,-3.58
"19.12.10","11:30",24,40.1,35,-6.35,-2.89
"19.12.10","12:00",25,39.56,33.96,-5.3,-2.27
"19.12.10","12:30",26,37.4,30.23,-4.33,-1.87
"19.12.10","13:00",27,35.8,29.37,-3.82,-1.91
"19.12.10","13:30",28,29.64,26.26,-3.23,-2.01
"19.12.10","14:00",29,29.63,28.1,-3.42,-2.25
"19.12.10","14:30",30,29.57,34.56,-3.61,-2.25
"19.12.10","15:00",31,31.26,36.18,-3.67,-1.64
"19.12.10","15:30",32,38.01,42.06,-3.32,-1.24
"19.12.10","16:00",33,38.31,40.82,-3.85,-1.7
"19.12.10","16:30",34,39.48,36.42,-4.23,-1.85
"19.12.10","17:00",35,40.76,41.99,-4.49,-1.76
"19.12.10","17:30",36,45.94,61.86,-4.64,-1.89
"19.12.10","18:00",37,45.84,64.66,-4.81,-2.18
"19.12.10","18:30",38,45.42,74.61,-4.92,-1.81
"19.12.10","19:00",39,44.2,78.69,-5.13,-1.67
"19.12.10","19:30",40,39.48,96.41,-5.19,-1.64
"19.12.10","20:00",41,38.04,94.87,-5.3,-1.76
"19.12.10","20:30",42,32.35,87.82,-5.51,-1.38
"19.12.10","21:00",43,31.88,88.09,-5.71,-0.99
"19.12.10","21:30",44,30.02,89.24,-5.6,-1.2
"19.12.10","22:00",45,31.14,88.26,-5.84,-0.79
"19.12.10","22:30",46,35.48,84.05,-6.02,-0.75
"19.12.10","23:00",47,33.76,80.63,-5.88,-0.96
"19.12.10","23:30",48,26.74,65.61,-6.15,-0.9
"20.12.10","00:00",1,26.38,65.79,-6.09,0.05
"20.12.10","00:30",2,24.93,66.6,-6.07,-0.2
"20.12.10","01:00",3,24.42,61.81,-5.72,0.6
"20.12.10","01:30",4,22.43,41.2,-6.01,1.19
"20.12.10","02:00",5,21.92,40.35,-6.05,1.21
"20.12.10","02:30",6,19.9,36.62,-5.97,1.3
"20.12.10","03:00",7,20.36,33.97,-5.62,1.68
"20.12.10","03:30",8,22.22,22.39,-5.14,1.98
"20.12.10","04:00",9,19.48,22.28,-4.89,2.41
"20.12.10","04:30",10,8.73,21.84,-4.71,2.73
"20.12.10","05:00",11,10.57,21.83,-4.37,2.73
"20.12.10","05:30",12,17.92,21.8,-4.38,2.32
"20.12.10","06:00",13,17.13,21.73,-4.57,2.2
"20.12.10","06:30",14,14.02,21.41,-4.66,2.62
"20.12.10","07:00",15,14.11,22.82,-4.63,3.04
"20.12.10","07:30",16,14.48,28.77,-4.57,2.36
"20.12.10","08:00",17,15.78,28.59,-4.53,2.17
"20.12.10","08:30",18,20.96,27.79,-4.23,2.46
"20.12.10","09:00",19,22,32.09,-3.8,1.88
"20.12.10","09:30",20,23.5,50.68,-3,2.19
"20.12.10","10:00",21,25,47.12,-1.95,3.53
"20.12.10","10:30",22,26.5,31.76,-0.43,4.63
"20.12.10","11:00",23,28.5,32.87,0.84,2.58
"20.12.10","11:30",24,30.18,37.62,1.69,2.82
"20.12.10","12:00",25,30.42,36.09,2.65,2.79
"20.12.10","12:30",26,31.37,29.44,3.54,3.74
"20.12.10","13:00",27,33.88,28.41,3.67,4.25
"20.12.10","13:30",28,43.6,23.91,3.94,4.36
"20.12.10","14:00",29,41.85,25.29,4.48,4.02
"20.12.10","14:30",30,34.92,31.22,4.81,2.9
"20.12.10","15:00",31,35.9,30.15,4.23,3.07
"20.12.10","15:30",32,39.83,25.53,3.61,3.02
"20.12.10","16:00",33,39.93,26.3,2.61,2.31
"20.12.10","16:30",34,40.34,29.68,1.68,2.31
"20.12.10","17:00",35,40.06,30.55,1.06,2.32
"20.12.10","17:30",36,39,34.39,0.54,3.33
"20.12.10","18:00",37,38.68,40.85,0.47,4.09
"20.12.10","18:30",38,37.42,68.14,0.44,3.42
"20.12.10","19:00",39,36.04,61.21,0.47,3.82
"20.12.10","19:30",40,30.69,36.51,0.22,3.26
"20.12.10","20:00",41,29.6,37.9,0.11,3.07
"20.12.10","20:30",42,25.39,42.86,0.14,4.32
"20.12.10","21:00",43,25.68,47.1,0.06,4.47
"20.12.10","21:30",44,26.87,62.24,-0.26,4.54
"20.12.10","22:00",45,28.22,61.04,-0.57,3.73
"20.12.10","22:30",46,33.44,56.69,-0.55,4.58
"20.12.10","23:00",47,33.04,54.74,-0.94,4.46
"20.12.10","23:30",48,31.47,47.54,-1.15,4.28
"21.12.10","00:00",1,31.65,50.63,-1.12,4.65
"21.12.10","00:30",2,32.39,61.8,-1.23,3.66
"21.12.10","01:00",3,32.17,59.57,-0.71,4.36
"21.12.10","01:30",4,31.35,51.62,-0.95,5.51
"21.12.10","02:00",5,32.24,48.69,-1.69,5.26
"21.12.10","02:30",6,35.7,37.92,-1.49,5.5
"21.12.10","03:00",7,35.68,36.66,-0.92,5.6
"21.12.10","03:30",8,35.59,32.19,-0.56,5.6
"21.12.10","04:00",9,32.8,30.46,-0.41,5.31
"21.12.10","04:30",10,21.99,24.37,-2.9,5.76
"21.12.10","05:00",11,30.74,24.69,-4.08,4.51
"21.12.10","05:30",12,64.65,25.87,-4.15,3.02
"21.12.10","06:00",13,64.54,26.75,-3.7,3.09
"21.12.10","06:30",14,64.1,29.94,-3.49,2.18
"21.12.10","07:00",15,63.71,30.38,-3.29,1.32
"21.12.10","07:30",16,62.14,31.96,-2.65,1.13
"21.12.10","08:00",17,57.39,35.11,-1.86,1.24
"21.12.10","08:30",18,38.96,46.63,-1.78,1.77
"21.12.10","09:00",19,37.5,50.93,-1.51,2.62
"21.12.10","09:30",20,31.75,66.43,-2.95,2.95
"21.12.10","10:00",21,43.63,66.41,-2.14,2.96
"21.12.10","10:30",22,90.52,66.34,0.64,2.85
"21.12.10","11:00",23,81.98,60.43,1.29,3.55
"21.12.10","11:30",24,48.86,39.47,1.28,3.56
"21.12.10","12:00",25,63.3,40.08,1.26,3.26
"21.12.10","12:30",26,120.27,42.25,2.04,3.54
"21.12.10","13:00",27,115.66,41.09,2.94,3.69
"21.12.10","13:30",28,97.54,36.98,4.33,3.36
"21.12.10","14:00",29,92.74,36.53,4.66,3.85
"21.12.10","14:30",30,73.88,34.91,4.41,4.04
"21.12.10","15:00",31,74.53,33.42,4.1,4.25
"21.12.10","15:30",32,77.06,28.02,4.17,4.35
"21.12.10","16:00",33,74.17,27.85,3.71,4.3
"21.12.10","16:30",34,62.8,27.25,3.17,4.39
"21.12.10","17:00",35,59.72,29.76,2.83,4.41
"21.12.10","17:30",36,47.62,39,2.12,4.58
"21.12.10","18:00",37,47.82,46.51,1.6,4.73
"21.12.10","18:30",38,48.59,73.58,1.46,4.73
"21.12.10","19:00",39,46.4,69.78,1.46,4.42
"21.12.10","19:30",40,37.7,55.99,1.4,3.96
"21.12.10","20:00",41,36.18,58.76,1.44,4.31
"21.12.10","20:30",42,30.28,68.63,1.38,4.27
"21.12.10","21:00",43,30.09,64.82,1.41,4.56
"21.12.10","21:30",44,29.35,51.3,1.18,4.37
"21.12.10","22:00",45,29.69,54.38,1.03,4.78
"21.12.10","22:30",46,31.04,65.5,0.95,4.58
"21.12.10","23:00",47,30.6,65.2,0.67,5.69
"21.12.10","23:30",48,28.89,64.09,0.61,5.14
"22.12.10","00:00",1,29.64,62.78,0.63,4.56
"22.12.10","00:30",2,32.67,58.02,0.55,4.37
"22.12.10","01:00",3,31.63,57.59,0.7,4.91
"22.12.10","01:30",4,27.51,56.07,0.66,4.56
"22.12.10","02:00",5,26.44,50.98,0.74,4.39
"22.12.10","02:30",6,22.28,32.3,0.71,4.33
"22.12.10","03:00",7,23.55,34.06,0.78,4.45
"22.12.10","03:30",8,28.53,40.33,0.81,4.91
"22.12.10","04:00",9,27.87,37.02,0.69,5.18
"22.12.10","04:30",10,25.26,25.04,0.6,4.94
"22.12.10","05:00",11,24.92,26.78,0.5,5.24
"22.12.10","05:30",12,23.58,32.97,0.46,5.42
"22.12.10","06:00",13,23.7,31.45,0.49,5.62
"22.12.10","06:30",14,24.14,26.04,0.76,5.56
"22.12.10","07:00",15,24.42,27.6,0.78,5.57
"22.12.10","07:30",16,25.54,33.15,1,5.86
"22.12.10","08:00",17,26.16,34.34,1.11,5.89
"22.12.10","08:30",18,28.57,38.6,1.17,5.85
"22.12.10","09:00",19,29.51,41.03,1.16,6.2
"22.12.10","09:30",20,33.15,49.64,1.56,6.36
"22.12.10","10:00",21,33.22,49.92,2.14,6.73
"22.12.10","10:30",22,33.5,50.9,2.3,6.71
"22.12.10","11:00",23,34.63,50.13,2.38,7.19
"22.12.10","11:30",24,39.08,47.38,2.98,7.82
"22.12.10","12:00",25,39.23,45.58,3.22,7.63
"22.12.10","12:30",26,39.81,38.99,3.08,7.94
"22.12.10","13:00",27,41.24,40.01,3.12,8.26
"22.12.10","13:30",28,46.9,43.67,3.19,7.45
"22.12.10","14:00",29,47.6,44.22,3.22,7.94
"22.12.10","14:30",30,50.38,46.15,3.5,7.46
"22.12.10","15:00",31,49.59,49.99,3.51,7.41
"22.12.10","15:30",32,46.53,63.83,4.15,7.36
"22.12.10","16:00",33,46.46,59.67,4.04,7.47
"22.12.10","16:30",34,46.21,44.85,3.53,6.88
"22.12.10","17:00",35,45.58,47.44,3.42,7.06
"22.12.10","17:30",36,43.13,56.84,3.63,6.86
"22.12.10","18:00",37,43.39,57.78,3.35,6.77
"22.12.10","18:30",38,44.41,61.16,3.34,6.96
"22.12.10","19:00",39,43.75,63.45,3.25,7.11
"22.12.10","19:30",40,41.15,71.86,3.23,7.28
"22.12.10","20:00",41,40.22,69.43,3.29,6.83
"22.12.10","20:30",42,36.54,60.79,3.16,7.99
"22.12.10","21:00",43,37.35,60.42,2.84,7.37
"22.12.10","21:30",44,40.51,59.12,2.68,7.14
"22.12.10","22:00",45,39.95,61.67,2.48,7.08
"22.12.10","22:30",46,37.73,70.89,2.35,7.28
"22.12.10","23:00",47,37.32,70.07,2.41,7.7
"22.12.10","23:30",48,35.74,67.11,2.39,8.13
"23.12.10","00:00",1,34.75,62.28,2.63,8.42
"23.12.10","00:30",2,30.86,45.08,2.66,8.97
"23.12.10","01:00",3,30.5,42.19,2.81,9.21
"23.12.10","01:30",4,29.11,31.7,2.39,8.83
"23.12.10","02:00",5,29.72,31.09,2.13,8.03
"23.12.10","02:30",6,32.09,28.85,1.94,8.15
"23.12.10","03:00",7,30.06,29.47,1.65,7.96
"23.12.10","03:30",8,22.19,31.74,1.57,7.71
"23.12.10","04:00",9,22.27,31.62,1.35,7.91
"23.12.10","04:30",10,22.6,31.23,1.2,8
"23.12.10","05:00",11,22.72,29.34,1.14,7.92
"23.12.10","05:30",12,23.17,22.49,1.22,8.14
"23.12.10","06:00",13,22.74,24.33,1.14,7.84
"23.12.10","06:30",14,21.07,30.9,1.29,7.25
"23.12.10","07:00",15,20.3,29.82,1.19,6.82
"23.12.10","07:30",16,17.34,26.07,1.07,7.62
"23.12.10","08:00",17,18.01,27.78,1.22,7.29
"23.12.10","08:30",18,20.62,34.06,1.47,7.96
"23.12.10","09:00",19,20.9,32.99,1.79,7.67
"23.12.10","09:30",20,21.93,29.14,2.14,8.41
"23.12.10","10:00",21,22.59,30.06,2.36,8.58
"23.12.10","10:30",22,25.11,33.28,3.92,9.41
"23.12.10","11:00",23,27.29,34.3,5.33,9.67
"23.12.10","11:30",24,35.74,38.01,6.95,9.92
"23.12.10","12:00",25,35.86,36.59,7.42,9.85
"23.12.10","12:30",26,36.33,31.56,7.65,9.94
"23.12.10","13:00",27,37.35,31.78,7.94,9.54
"23.12.10","13:30",28,41.25,32.62,7.43,9.37
"23.12.10","14:00",29,41.33,33.86,7.23,8.87
"23.12.10","14:30",30,41.65,38.17,6.69,8.59
"23.12.10","15:00",31,43.11,39.12,6.28,8.58
"23.12.10","15:30",32,48.67,42.57,5.95,8.4
"23.12.10","16:00",33,48.98,42.25,5.63,8.43
"23.12.10","16:30",34,50.17,41.08,5.39,8.69
"23.12.10","17:00",35,48.85,49.14,5.2,8.79
"23.12.10","17:30",36,43.75,78.2,4.98,8.47
"23.12.10","18:00",37,45.17,77.29,4.81,8.15
"23.12.10","18:30",38,50.57,74.1,4.75,8.24
"23.12.10","19:00",39,49.35,75.11,4.77,8.15
"23.12.10","19:30",40,44.64,79.57,4.68,8.78
"23.12.10","20:00",41,45.32,80.72,4.92,8.44
"23.12.10","20:30",42,47.95,85.71,4.84,8.63
"23.12.10","21:00",43,47.49,83.1,4.65,8.65
"23.12.10","21:30",44,45.73,72.08,4.45,8.68
"23.12.10","22:00",45,45.26,73.74,4.27,8.27
"23.12.10","22:30",46,43.4,81.07,3.95,8.21
"23.12.10","23:00",47,43.95,80.61,3.97,8.29
"23.12.10","23:30",48,46.11,78.59,3.94,7.76
"24.12.10","00:00",1,45.01,79.26,3.9,7.61
"24.12.10","00:30",2,40.65,82.16,3.85,7.95
"24.12.10","01:00",3,39.56,78.5,4,8.5
"24.12.10","01:30",4,35.36,62.45,4.06,7.82
"24.12.10","02:00",5,33.9,60.76,4.15,7.45
"24.12.10","02:30",6,28.17,53.33,4.01,6.9
"24.12.10","03:00",7,29.2,50.77,3.78,6.69
"24.12.10","03:30",8,33.09,39.58,3.7,7.1
"24.12.10","04:00",9,32.87,37.99,3.96,6.15
"24.12.10","04:30",10,32.01,31.01,3.97,6.06
"24.12.10","05:00",11,31.55,30.62,4.01,5.96
"24.12.10","05:30",12,29.75,28.92,4.06,5.95
"24.12.10","06:00",13,29.26,29.92,4.03,6.21
"24.12.10","06:30",14,27.38,34.25,4.12,6.11
"24.12.10","07:00",15,27.49,32.65,4.07,6.02
"24.12.10","07:30",16,27.94,25.79,4.06,6.23
"24.12.10","08:00",17,28.27,29.72,4.27,6.15
"24.12.10","08:30",18,29.53,47,4.27,6.03
"24.12.10","09:00",19,31.08,47.64,4.17,5.99
"24.12.10","09:30",20,36.99,50.42,4.41,5.93
"24.12.10","10:00",21,37.41,50.87,4.67,5.85
"24.12.10","10:30",22,39.04,52.76,4.69,5.71
"24.12.10","11:00",23,40.96,51.49,5.1,5.62
"24.12.10","11:30",24,48.49,45.92,5.38,5.92
"24.12.10","12:00",25,48.91,52.01,5.37,5.78
"24.12.10","12:30",26,50.51,78.73,5.41,5.88
"24.12.10","13:00",27,52.35,77.8,5.46,5.73
"24.12.10","13:30",28,59.57,73.75,5.32,5.64
"24.12.10","14:00",29,59.32,72.25,5.63,6.09
"24.12.10","14:30",30,58.36,65.73,5.81,6.19
"24.12.10","15:00",31,56.7,65.87,6,6.52
"24.12.10","15:30",32,50.29,66.49,5.57,7.11
"24.12.10","16:00",33,50.86,65.24,5.53,7.41
"24.12.10","16:30",34,53.08,59.83,5.57,6.99
"24.12.10","17:00",35,53.05,64.74,5.34,7.12
"24.12.10","17:30",36,52.9,86.32,5.01,6.87
"24.12.10","18:00",37,53.35,84.79,5.07,6.52
"24.12.10","18:30",38,55.11,78.08,4.93,6.21
"24.12.10","19:00",39,54.79,80.56,4.71,6.31
"24.12.10","19:30",40,53.55,89.39,4.61,6.34
"24.12.10","20:00",41,54.35,85.74,4.6,5.89
"24.12.10","20:30",42,57.43,72.62,4.65,6.14
"24.12.10","21:00",43,54.8,70.87,4.68,6.39
"24.12.10","21:30",44,44.46,64.65,4.83,6.77
"24.12.10","22:00",45,41.99,63.32,4.87,6.62
"24.12.10","22:30",46,32.41,58.58,5.33,6.46
"24.12.10","23:00",47,32.15,54.41,5.19,6.62
"24.12.10","23:30",48,31.18,39.26,5.3,6.33
"25.12.10","00:00",1,29.85,39.17,5.47,5.78
"25.12.10","00:30",2,24.62,38.84,5.45,4.79
"25.12.10","01:00",3,23.91,32.97,5.58,4.05
"25.12.10","01:30",4,21.1,11.74,5.69,3.28
"25.12.10","02:00",5,18.54,11.4,5.17,2.37
"25.12.10","02:30",6,8.59,10.19,4.77,1.51
"25.12.10","03:00",7,8.53,9.69,4.35,1.4
"25.12.10","03:30",8,8.3,7.88,4.29,1.62
"25.12.10","04:00",9,7.93,7.5,4.48,1.77
"25.12.10","04:30",10,6.55,6.19,4.73,1.91
"25.12.10","05:00",11,5.52,5.73,4.76,2.12
"25.12.10","05:30",12,1.53,4.06,4.76,2.15
"25.12.10","06:00",13,1.51,3.93,4.88,2.17
"25.12.10","06:30",14,1.43,3.46,4.79,2.05
"25.12.10","07:00",15,2.23,3.04,4.85,2.14
"25.12.10","07:30",16,5.31,1.55,4.78,2.04
"25.12.10","08:00",17,5.01,1.61,4.78,1.87
"25.12.10","08:30",18,3.86,1.83,4.77,1.78
"25.12.10","09:00",19,4.01,2.28,4.79,1.76
"25.12.10","09:30",20,4.57,3.92,4.94,1.78
"25.12.10","10:00",21,5.08,4.13,5.09,1.84
"25.12.10","10:30",22,7.05,4.89,5.33,1.88
"25.12.10","11:00",23,6.91,5.14,5.21,1.93
"25.12.10","11:30",24,6.38,6.07,5.32,1.9
"25.12.10","12:00",25,6.14,6.1,5.4,2.01
"25.12.10","12:30",26,5.23,6.22,5.41,1.86
